name,category,price_tier,neighborhood,open_start,open_end,average_rating,good_for_kids,customer_review
donec ut mauris,Thai,Cheap,Long Island City,14:46:07.000,22:38:30.000,3.3,1,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl."
in lacus curabitur,Indian,Medium,Long Island City,20:10:19.000,12:42:41.000,2.9,1,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem."
vestibulum,Thai,Cheap,Greenwich Village,16:20:46.000,10:36:53.000,2.3,1,
quisque ut,Indian,Cheap,Long Island City,15:50:19.000,9:28:20.000,4.8,1,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.
proin leo odio,Chinese,Cheap,Park Slope,18:08:03.000,15:17:46.000,3.7,1,
posuere cubilia,French,Expensive,East Village,11:42:35.000,15:46:11.000,2.3,1,
eu massa donec,Italian,Medium,Greenwich Village,19:36:27.000,19:59:38.000,4.2,0,In congue. Etiam justo. Etiam pretium iaculis justo.
proin interdum mauris,Mexican,Cheap,Williamsburg,16:41:17.000,12:45:13.000,3.2,1,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.
amet erat,Indian,Cheap,Staten Island,21:04:42.000,12:22:41.000,3.4,1,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis."
sollicitudin mi,Thai,Expensive,Upper West Side,13:07:46.000,8:45:32.000,2.9,1,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede."
mollis molestie lorem,Chinese,Medium,Flushing,14:28:40.000,23:00:01.000,2.7,1,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus."
cum sociis,Japanese,Cheap,Staten Island,21:16:06.000,22:43:09.000,1.9,1,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris."
a nibh in,American,Cheap,Upper East Side,17:55:33.000,13:43:30.000,1.3,0,
ultrices aliquet,Indian,Medium,Jackson Heights,19:28:13.000,10:04:21.000,2.7,1,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius."
molestie lorem,Chinese,Cheap,Flushing,16:58:02.000,21:55:47.000,4.9,0,
ac enim,Thai,Cheap,Bronx,21:28:53.000,23:50:59.000,3.2,1,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem."
nascetur,Mexican,Cheap,Harlem,15:10:07.000,9:49:52.000,4.1,1,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem."
cubilia curae mauris,Indian,Expensive,Staten Island,14:49:29.000,9:34:21.000,1.1,0,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.

Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam."
orci pede,Spanish,Cheap,Brooklyn,18:54:27.000,12:08:15.000,5.0,1,
sed,Indian,Expensive,Astoria,12:19:16.000,12:51:27.000,3.8,1,
orci,Italian,Medium,Park Slope,15:56:59.000,21:45:36.000,3.4,1,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero."
neque,Chinese,Medium,Downtown,20:44:23.000,20:47:56.000,4.7,0,
ut odio cras,Spanish,Medium,Greenwich Village,20:04:20.000,15:19:13.000,3.6,1,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque."
duis,Chinese,Cheap,Midtown,17:56:58.000,21:17:37.000,1.4,0,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus."
lectus in,Thai,Expensive,Astoria,19:39:38.000,9:37:11.000,4.0,1,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.

Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam."
nullam porttitor lacus,Italian,Medium,Queens,19:13:09.000,10:21:28.000,2.6,0,
nullam porttitor lacus,Greek,Cheap,Long Island City,13:47:36.000,9:34:25.000,2.5,1,
erat eros,Chinese,Medium,Flushing,12:52:53.000,12:07:14.000,4.5,0,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.
eleifend pede libero,Mexican,Cheap,Greenwich Village,16:08:43.000,17:20:04.000,2.9,1,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.
nibh fusce,Mexican,Expensive,East Village,18:54:22.000,14:28:45.000,3.9,0,
sollicitudin,Indian,Cheap,Williamsburg,21:36:00.000,20:46:21.000,3.6,1,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl."
quis,Spanish,Expensive,Upper West Side,15:48:36.000,16:35:18.000,3.0,1,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem."
dui vel nisl,Spanish,Cheap,East Village,20:44:59.000,9:36:26.000,3.4,1,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat."
et ultrices,Japanese,Expensive,Greenwich Village,11:12:07.000,18:09:35.000,3.8,0,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat."
vivamus,Mexican,Cheap,Williamsburg,17:32:27.000,22:59:15.000,3.7,0,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti."
sit amet justo,American,Medium,Manhattan,14:33:14.000,22:47:59.000,2.8,1,
suspendisse potenti in,Spanish,Expensive,Flushing,21:45:29.000,15:27:07.000,1.1,0,
non lectus,Italian,Expensive,Williamsburg,11:30:12.000,14:36:30.000,2.5,1,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl."
maecenas rhoncus,Thai,Medium,Upper West Side,13:16:39.000,17:15:47.000,1.4,0,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem."
augue luctus,Indian,Medium,Manhattan,16:22:22.000,13:45:48.000,2.5,0,
in imperdiet et,American,Cheap,Park Slope,11:49:11.000,11:57:41.000,3.7,0,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus."
in sapien iaculis,Mexican,Medium,Lower East Side,18:22:16.000,10:14:53.000,2.0,0,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.
ultrices libero,Thai,Medium,Greenwich Village,14:09:37.000,12:49:43.000,3.2,1,
montes nascetur ridiculus,Italian,Cheap,Downtown,14:12:37.000,8:31:12.000,3.8,1,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
maecenas tincidunt lacus,American,Medium,Staten Island,13:06:47.000,20:05:53.000,1.2,0,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui."
turpis integer aliquet,Japanese,Medium,Park Slope,14:44:46.000,8:07:51.000,3.3,0,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero."
ante vestibulum ante,Thai,Medium,Lower East Side,19:59:26.000,13:16:57.000,3.0,1,
leo,French,Cheap,Chelsea,20:32:11.000,18:03:33.000,4.0,0,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
morbi,Thai,Cheap,Greenwich Village,13:29:48.000,14:02:52.000,1.2,0,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede."
nisl ut volutpat,Spanish,Medium,Astoria,13:57:02.000,15:22:59.000,1.1,0,
suspendisse potenti,Mexican,Medium,Bronx,13:18:31.000,13:18:17.000,3.6,1,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl."
vestibulum,Mexican,Medium,Staten Island,14:18:30.000,14:14:44.000,3.1,0,
et,American,Medium,Greenwich Village,11:27:17.000,13:02:42.000,2.6,0,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem."
velit nec nisi,Indian,Medium,Upper West Side,13:24:48.000,18:03:32.000,4.7,1,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum."
integer aliquet massa,Japanese,Cheap,Staten Island,17:04:20.000,22:31:00.000,1.2,0,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus."
aliquet ultrices erat,Greek,Medium,Upper East Side,14:20:20.000,12:16:24.000,2.0,0,
dapibus dolor vel,French,Cheap,Staten Island,16:18:44.000,21:28:16.000,3.0,0,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh."
dictumst maecenas,Thai,Medium,Greenwich Village,16:34:43.000,17:09:12.000,2.2,0,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis."
luctus nec molestie,American,Expensive,East Village,13:46:38.000,13:47:20.000,1.4,1,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh."
magna ac,Thai,Medium,Williamsburg,21:42:35.000,8:33:33.000,1.9,0,"In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi."
donec dapibus,Chinese,Cheap,Bronx,21:51:46.000,10:02:01.000,3.4,0,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem."
erat,Mexican,Medium,Staten Island,21:52:51.000,23:01:08.000,5.0,1,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus."
iaculis,Mexican,Expensive,Greenwich Village,15:09:24.000,23:24:55.000,4.6,1,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus."
diam in,Indian,Cheap,Williamsburg,14:58:14.000,10:22:15.000,1.7,1,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis."
mauris,Spanish,Medium,Astoria,20:45:27.000,16:11:32.000,1.1,0,
sed tristique in,Mexican,Expensive,Upper East Side,21:17:32.000,11:30:28.000,1.1,1,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus."
lobortis sapien,Greek,Medium,Williamsburg,15:36:55.000,17:16:17.000,1.4,0,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero."
pulvinar nulla,Spanish,Medium,Williamsburg,11:03:02.000,14:27:05.000,2.4,0,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.
orci luctus,Thai,Expensive,Park Slope,20:55:48.000,8:13:26.000,4.4,0,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem."
